Text,PPM Entropy,PPM Avg Length,LZMA Entropy,LZMA Avg Length,LZ77 Entropy,LZ77 Avg Length
mean_sul,2.8629225885954233,2.9281366459318163,6.670660606060604,2.169272870642252,4.568139393939394,2.0475186624253703
