Text,LZ77 Entropy
train_batch_1.txt,4.6014
train_batch_2.txt,4.650666666666667
train_batch_3.txt,4.6244000000000005
train_batch_4.txt,4.585266666666667
train_batch_5.txt,4.541333333333333
train_batch_6.txt,4.620133333333334
train_batch_7.txt,4.699333333333333
train_batch_8.txt,4.469266666666667
train_batch_9.txt,4.4584
train_batch_10.txt,4.751266666666666
train_batch_11.txt,4.503733333333333
train_batch_12.txt,4.5966
train_batch_13.txt,4.6338
train_batch_14.txt,4.365466666666666
train_batch_15.txt,4.5246
train_batch_16.txt,4.502800000000001
train_batch_17.txt,4.5675333333333334
train_batch_18.txt,4.651733333333333
train_batch_19.txt,4.675866666666667
train_batch_20.txt,4.5878
train_batch_21.txt,4.552333333333334
train_batch_22.txt,4.592533333333333
train_batch_23.txt,4.533666666666666
train_batch_24.txt,4.474933333333333
train_batch_25.txt,4.542933333333333
train_batch_26.txt,4.570333333333334
train_batch_27.txt,4.5816
train_batch_28.txt,4.6719333333333335
train_batch_29.txt,4.662466666666666
train_batch_30.txt,4.4421333333333335
train_batch_31.txt,4.454733333333333
train_batch_32.txt,4.5225333333333335
train_batch_33.txt,4.406666666666666
train_batch_34.txt,4.508466666666667
train_batch_35.txt,4.601999999999999
train_batch_36.txt,4.5494666666666665
train_batch_37.txt,4.654599999999999
train_batch_38.txt,4.615666666666667
train_batch_39.txt,4.6024666666666665
train_batch_40.txt,4.438666666666667
train_batch_41.txt,4.624666666666666
train_batch_42.txt,4.544066666666667
train_batch_43.txt,4.613
train_batch_44.txt,4.624866666666667
