Text,PPM Entropy,PPM Avg Length,LZMA Entropy,LZMA Avg Length,LZ77 Entropy,LZ77 Avg Length
mean_sudeste,2.854288451571022,2.918673572846676,6.6832242424242425,2.171855838781576,4.568133333333334,2.0447985520888152
