Text,PPM Entropy,PPM Avg Length,LZMA Entropy,LZMA Avg Length,LZ77 Entropy,LZ77 Avg Length
mean_norte,2.8964326787938757,2.959414568118862,6.721527272727273,2.1296638434833435,4.569780303030303,2.0050781018704487
