target_file,target_region,source_region,target_entropy,cross_entropy,kl_divergence,compression_ratio
test_batch_1.txt,sudeste,norte,3.944968428871982,3.953268625779491,0.008300196907508717,0.49415857822243636
test_batch_2.txt,sudeste,norte,3.930121990950572,3.9428261674663005,0.012704176515728527,0.49285327093328757
test_batch_3.txt,sudeste,norte,3.9877552566209844,3.998801979311048,0.011046722690063682,0.499850247413881
