Text,PPM Entropy,PPM Avg Length,LZMA Entropy,LZMA Avg Length,LZ77 Entropy,LZ77 Avg Length
mean_nordeste,2.78084566579898,2.851353763176308,6.535565861535238,2.190744038717138,4.452775677892903,2.0457973246921557
